Date,Bitcoin,Dogecoin,Etherium
2021-10-07,53805.984375,0.2429230064153671,3587.974853515625
2021-10-08,53967.84765625,0.2438510060310363,3563.75927734375
2021-10-09,54968.22265625,0.2465959936380386,3575.716796875
2021-10-10,54771.578125,0.2298049926757812,3425.852783203125
2021-10-11,57484.7890625,0.2315029948949813,3545.35400390625
2021-10-12,56041.05859375,0.2262420058250427,3492.5732421875
2021-10-13,57401.09765625,0.232572004199028,3606.20166015625
2021-10-14,57321.5234375,0.2322729974985122,3786.01416015625
2021-10-15,61593.94921875,0.2337819933891296,3862.634765625
2021-10-16,60892.1796875,0.237292006611824,3830.382080078125
2021-10-17,61553.6171875,0.2378980070352554,3847.1044921875
2021-10-18,62026.078125,0.2472810000181198,3748.76025390625
2021-10-19,64261.9921875,0.2457879930734634,3877.65087890625
2021-10-20,65992.8359375,0.2540929913520813,4155.9921875
2021-10-21,62210.171875,0.2423910051584243,4054.32275390625
2021-10-22,60692.265625,0.2442210018634796,3970.181884765625
2021-10-23,61393.6171875,0.2517330050468445,4171.66357421875
2021-10-24,60930.8359375,0.2770479917526245,4087.903076171875
2021-10-25,63039.82421875,0.2647069990634918,4217.876953125
2021-10-26,60363.79296875,0.255731999874115,4131.10205078125
2021-10-27,58482.38671875,0.2376900017261505,3930.25732421875
2021-10-28,60622.13671875,0.3004469871520996,4287.31884765625
2021-10-29,62227.96484375,0.2878530025482178,4414.74658203125
2021-10-30,61888.83203125,0.2683449983596802,4325.650390625
2021-10-31,61318.95703125,0.2802439928054809,4288.07421875
2021-11-01,61004.40625,0.2717280089855194,4324.626953125
2021-11-02,63226.40234375,0.2731209993362427,4584.798828125
2021-11-03,62970.046875,0.2694070041179657,4607.19384765625
2021-11-04,61452.23046875,0.2632800042629242,4537.32421875
2021-11-05,61125.67578125,0.2614650130271911,4486.2431640625
2021-11-06,61527.48046875,0.261898010969162,4521.5810546875
2021-11-07,63326.98828125,0.2663150131702423,4620.5546875
2021-11-08,67566.828125,0.2823590040206909,4812.08740234375
2021-11-09,66971.828125,0.2735260128974914,4735.06884765625
2021-11-10,64995.23046875,0.2557089924812317,4636.17431640625
2021-11-11,64949.9609375,0.2611669898033142,4730.38427734375
2021-11-12,64155.94140625,0.2594139873981476,4667.115234375
2021-11-13,64469.52734375,0.261705994606018,4651.46044921875
2021-11-14,65466.83984375,0.2629120051860809,4626.35888671875
2021-11-15,63557.87109375,0.2565290033817291,4557.50390625
2021-11-16,60161.24609375,0.2372490018606186,4216.365234375
2021-11-17,60368.01171875,0.2374870032072067,4287.59375
2021-11-18,56942.13671875,0.2213830053806305,4000.65087890625
2021-11-19,58119.578125,0.2331099957227707,4298.306640625
2021-11-20,59697.1953125,0.233024001121521,4409.93115234375
2021-11-21,58730.4765625,0.2263280004262924,4269.73291015625
2021-11-22,56289.2890625,0.2196760028600692,4088.457763671875
2021-11-23,57569.07421875,0.226511999964714,4340.763671875
2021-11-24,56280.42578125,0.2218250036239624,4239.9814453125
2021-11-25,57274.6796875,0.2163259983062744,4274.7431640625
2021-11-26,53569.765625,0.200886994600296,4030.908935546875
2021-11-27,54815.078125,0.2053470015525818,4096.912109375
2021-11-28,57248.45703125,0.2074719965457916,4294.45361328125
2021-11-29,57806.56640625,0.2151750028133392,4445.10498046875
2021-11-30,57005.42578125,0.2147150039672851,4631.47900390625
2021-12-01,57229.828125,0.2094870060682296,4586.990234375
2021-12-02,56477.81640625,0.2097260057926178,4511.30224609375
2021-12-03,53598.24609375,0.1999929994344711,4220.7060546875
2021-12-04,49200.703125,0.1788530051708221,4119.58740234375
2021-12-05,49368.84765625,0.1712550073862075,4198.32275390625
2021-12-06,50582.625,0.1783999949693679,4358.7373046875
2021-12-07,50700.0859375,0.1768050044775009,4315.0615234375
2021-12-08,50504.796875,0.1791509985923767,4439.35791015625
2021-12-09,47672.12109375,0.1694840043783188,4119.81591796875
2021-12-10,47243.3046875,0.1644220054149627,3908.49609375
2021-12-11,49362.5078125,0.1690189987421035,4084.452392578125
2021-12-12,50098.3359375,0.1698909997940063,4134.453125
2021-12-13,46737.48046875,0.1575649976730346,3784.226806640625
2021-12-14,46612.6328125,0.1801570057868957,3745.4404296875
2021-12-15,48896.72265625,0.1810819953680038,4018.388671875
2021-12-16,47665.42578125,0.173454001545906,3962.4697265625
2021-12-17,46202.14453125,0.1690099984407425,3879.486572265625
2021-12-18,46848.77734375,0.1723999977111816,3960.860107421875
2021-12-19,46707.015625,0.1695760041475296,3922.592529296875
2021-12-20,46880.27734375,0.1673219949007034,3933.844482421875
2021-12-21,48936.61328125,0.1711750030517578,4020.260009765625
2021-12-22,48628.51171875,0.1732140034437179,3982.099609375
2021-12-23,50784.5390625,0.1844899952411651,4108.015625
2021-12-24,50822.1953125,0.1866219937801361,4047.98291015625
2021-12-25,50429.859375,0.1906570047140121,4093.281005859375
2021-12-26,50809.515625,0.1900199949741363,4067.328125
2021-12-27,50640.41796875,0.1877049952745437,4037.547607421875
2021-12-28,47588.85546875,0.1741169989109039,3800.89306640625
2021-12-29,46444.7109375,0.1677650064229965,3628.53173828125
2021-12-30,47178.125,0.171313002705574,3713.85205078125
2021-12-31,46306.4453125,0.1704960018396377,3682.6328125
2022-01-01,47686.8125,0.1730349957942962,3769.697021484375
2022-01-02,47345.21875,0.1744029968976974,3829.56494140625
2022-01-03,46458.1171875,0.170087993144989,3761.38037109375
2022-01-04,45897.57421875,0.1688030064105987,3794.056640625
2022-01-05,43569.00390625,0.1594199985265731,3550.386962890625
2022-01-06,43160.9296875,0.1602129936218261,3418.408203125
2022-01-07,41557.90234375,0.155022993683815,3193.21044921875
2022-01-08,41733.94140625,0.1519539952278137,3091.97265625
2022-01-09,41911.6015625,0.1510650068521499,3157.75146484375
2022-01-10,41821.26171875,0.1433590054512024,3083.097900390625
2022-01-11,42735.85546875,0.1533990055322647,3238.111572265625
2022-01-12,43949.1015625,0.161651998758316,3372.25830078125
